日期,收盘,换手率,成交均价
2020-08-10,4724.87,0.006999999999999999,1821.9720534343508
2020-08-11,4681.78,0.006999999999999999,1706.8087570700725
2020-08-12,4647.64,0.0069,1711.7817396500639
2020-08-13,4635.71,0.0052,1645.00635127112
2020-08-14,4704.63,0.005,1726.7899499310624
2020-08-17,4815.23,0.0092,1553.9803650990743
2020-08-18,4812.76,0.006500000000000001,1662.2403884575253
2020-08-19,4740.68,0.0066,1659.7297442578683
2020-08-20,4679.15,0.0054,1644.8115093493257
2020-08-21,4718.84,0.0049,1764.8880563640012
2020-08-24,4755.85,0.0052,1802.450436393528
2020-08-25,4761.95,0.0048,1851.138258541644
2020-08-26,4706.13,0.0052,1833.7532094010264
2020-08-27,4731.35,0.0040999999999999995,1878.579968730419
2020-08-28,4844.27,0.0054,1913.7285785191
2020-08-31,4816.22,0.0069,1762.404603750176
2020-09-01,4842.12,0.004699999999999999,1893.2570648264746
2020-09-02,4843.89,0.0054,1777.1976623969067
2020-09-03,4817.1,0.005,1918.1004111306804
2020-09-04,4770.22,0.0040999999999999995,1986.651518539983
2020-09-07,4669.37,0.0051,1899.7415579358255
2020-09-08,4694.39,0.0048,1790.2264453235794
2020-09-09,4584.59,0.0055000000000000005,1509.1789470464248
2020-09-10,4581.98,0.0051,1501.108738532637
2020-09-11,4627.28,0.0039000000000000003,1719.3127653874194
2020-09-14,4651.05,0.0037,1973.7311096600947
2020-09-15,4688.48,0.0034999999999999996,1909.1588154173041
2020-09-16,4657.36,0.0037,1803.3436405131483
2020-09-17,4632.71,0.0036,2020.563402059701
2020-09-18,4737.09,0.0055000000000000005,1757.1036457598184
2020-09-21,4691.43,0.0043,1799.7866117658384
2020-09-22,4635.76,0.0040999999999999995,1695.531211143317
2020-09-23,4652.33,0.0033,1986.8555499490126
2020-09-24,4563.07,0.0038,1718.7098673618293
2020-09-25,4570.02,0.0032,1800.3235956979267
2020-09-28,4581.91,0.0029,1873.2238850991052
2020-09-29,4591.8,0.0029,1859.8756947981599
2020-09-30,4587.4,0.003,1858.2172173453296
2020-10-09,4681.14,0.0038,2065.1326366163757
2020-10-12,4823.16,0.0053,1976.1172769383215
2020-10-13,4839.2,0.004,2078.4429860261916
2020-10-14,4807.1,0.0038,2053.815777118492
2020-10-15,4798.74,0.0038,1944.9675818827418
2020-10-16,4791.68,0.004,1749.3313165421796
2020-10-19,4755.49,0.0044,1743.8958756301397
2020-10-20,4793.47,0.0034000000000000002,1895.488952836604
2020-10-21,4792.83,0.0034999999999999996,1830.1373663243014
2020-10-22,4777.98,0.0034999999999999996,1920.2097640739066
2020-10-23,4718.49,0.0037,1881.4460390028812
2020-10-26,4691.24,0.0037,1896.9242471863229
2020-10-27,4699.28,0.0032,2014.7095663268678
2020-10-28,4737.27,0.0037,2090.606259783427
2020-10-29,4772.92,0.004,2154.2812967835116
2020-10-30,4695.33,0.0048,2008.4312997874483
2020-11-02,4720.83,0.0049,1953.0495349634466
2020-11-03,4777.56,0.004699999999999999,1855.0571234400538
2020-11-04,4813.66,0.0039000000000000003,2010.3797649236399
2020-11-05,4885.11,0.0048,2024.8680562143184
2020-11-06,4885.72,0.0053,1987.5489493409016
2020-11-09,4981.35,0.0067,1886.671448782616
2020-11-10,4953.88,0.006,1896.3904281803057
2020-11-11,4904.9,0.005600000000000001,1847.4956251459419
2020-11-12,4908.46,0.004,1927.3304936453294
2020-11-13,4856.85,0.0046,1909.9949858137384
2020-11-16,4904.17,0.0051,1792.722150301087
2020-11-17,4894.79,0.0052,1907.1637983512364
2020-11-18,4891.67,0.005600000000000001,1770.3885794700059
2020-11-19,4927.99,0.0046,1853.116285359628
2020-11-20,4943.29,0.0044,1770.1165048561695
2020-11-23,5005.03,0.006999999999999999,1620.2487620109341
2020-11-24,4974.29,0.0054,1690.5514151807095
2020-11-25,4910.7,0.0058,1626.5691418611682
2020-11-26,4919.59,0.004699999999999999,1747.405695808228
2020-11-27,4980.77,0.005600000000000001,1553.693956540405
2020-11-30,4960.25,0.009000000000000001,1509.6612103269526
2020-12-01,5067.1,0.006999999999999999,1609.5361172761482
2020-12-02,5067.14,0.0067,1589.3211091726253
2020-12-03,5057.06,0.0060999999999999995,1547.9945523856566
2020-12-04,5065.92,0.0049,1785.963834260772
2020-12-07,5022.24,0.0048,1891.81506353517
2020-12-08,5009.88,0.0042,1908.465640900087
2020-12-09,4942.7,0.004699999999999999,1877.1845164137046
2020-12-10,4940.52,0.0043,1823.8701463156626
2020-12-11,4889.63,0.0054,1727.012483714624
2020-12-14,4934.84,0.0040999999999999995,2051.9461639031438
2020-12-15,4945.1,0.004,2096.3990956665634
2020-12-16,4953.87,0.0036,2151.135596432582
2020-12-17,5017.48,0.0046,2025.5604740186113
2020-12-18,4999.97,0.0044,2022.1735633760345
2020-12-21,5046.84,0.0048,2117.7510365272633
2020-12-22,4964.77,0.0055000000000000005,2012.7437135379064
2020-12-23,5007.12,0.0048,2200.6047152035967
2020-12-24,5000.02,0.0039000000000000003,2155.893626169464
2020-12-25,5042.01,0.0040999999999999995,2016.3487330759658
2020-12-28,5064.41,0.004699999999999999,2052.517780605205
2020-12-29,5042.94,0.0048,1976.1889403186337
2020-12-30,5113.71,0.0051,1995.4578778836044
2020-12-31,5211.29,0.0059,2090.4785867437404
2021-01-04,5267.72,0.0072,2138.742697344715
2021-01-05,5368.5,0.0077,2214.1971798580385
2021-01-06,5417.67,0.0066,2293.5773204217944
2021-01-07,5513.66,0.0075,2153.0034889786984
2021-01-08,5495.43,0.006999999999999999,2317.7181248873
2021-01-11,5441.16,0.0079,2252.879280987197
2021-01-12,5596.35,0.0077,2168.554796150245
2021-01-13,5577.97,0.0089,2091.065386406655
2021-01-14,5470.46,0.0083,2059.5992865643907
2021-01-15,5458.08,0.008199999999999999,1993.442140509095
2021-01-18,5518.52,0.0070999999999999995,2041.600564666241
2021-01-19,5437.52,0.0072,2052.682656983983
2021-01-20,5476.43,0.0058,2186.901024297354
2021-01-21,5564.97,0.0072,2158.529446149891
2021-01-22,5569.78,0.0068000000000000005,2291.1297097668617
2021-01-25,5625.92,0.0067,2578.912279840619
2021-01-26,5512.97,0.0059,2414.1767783269966
2021-01-27,5528.0,0.0055000000000000005,2352.772508190855
2021-01-28,5377.14,0.0058,2206.441797842077
2021-01-29,5351.96,0.0062,2142.333377489591
2021-02-01,5417.65,0.005699999999999999,2085.57127522353
2021-02-02,5501.09,0.005600000000000001,2300.196224278998
2021-02-03,5485.2,0.0064,2150.142615709574
2021-02-04,5473.95,0.0062,2204.035792156123
2021-02-05,5483.41,0.006500000000000001,2084.3488164463647
2021-02-08,5564.56,0.005600000000000001,2240.8968853450874
2021-02-09,5686.25,0.005600000000000001,2297.140005116223
2021-02-10,5807.72,0.0058,2450.825568089828
2021-02-18,5768.38,0.0075,2318.8680943508157
2021-02-19,5778.84,0.0073,2128.1367665097814
2021-02-22,5597.33,0.0096,1926.9272236139902
2021-02-23,5579.67,0.008,1817.3243365276987
2021-02-24,5437.57,0.0077,2095.427050047343
2021-02-25,5469.56,0.0079,1786.4837207997705
2021-02-26,5336.76,0.0073,1911.3776369518296
2021-03-01,5418.78,0.0060999999999999995,2018.1417546515079
2021-03-02,5349.63,0.0067,1915.6402747582001
2021-03-03,5452.21,0.0067,1733.922016086227
2021-03-04,5280.71,0.0073,1806.518965226081
2021-03-05,5262.8,0.0069,1739.8377976819634
2021-03-08,5080.02,0.0079,1768.3660382482453
2021-03-09,4971.0,0.0079,1796.2524775974707
2021-03-10,5003.61,0.0058,1821.80992918733
2021-03-11,5128.22,0.006500000000000001,1760.8536601843352
2021-03-12,5146.38,0.0069,1607.9833057499234
2021-03-15,5035.54,0.006999999999999999,1620.0613282729607
2021-03-16,5079.36,0.0055000000000000005,1683.840113914331
2021-03-17,5100.86,0.0051,1766.4804399736834
2021-03-18,5141.77,0.0049,1825.943137805274
2021-03-19,5007.09,0.005600000000000001,1723.6165836072528
2021-03-22,5057.15,0.005699999999999999,1578.2852255273979
2021-03-23,5009.25,0.0054,1618.5618495863723
2021-03-24,4928.69,0.0054,1668.7165250248702
2021-03-25,4926.35,0.0045000000000000005,1653.1779231603327
2021-03-26,5037.99,0.005,1876.9829646181877
2021-03-29,5046.88,0.0049,1856.3352661560418
2021-03-30,5094.73,0.004699999999999999,1839.061200462622
2021-03-31,5048.36,0.0048,1705.5733914274367
2021-04-01,5110.78,0.0040999999999999995,1757.685569062228
2021-04-02,5161.56,0.0043,1953.1966187529506
2021-04-06,5140.34,0.0038,1947.047687337558
2021-04-07,5103.74,0.005,1689.522891466814
2021-04-08,5112.21,0.0048,1611.203494513259
2021-04-09,5035.34,0.0044,1725.0102171832127
2021-04-12,4947.75,0.0052,1750.5938310417512
2021-04-13,4939.64,0.0045000000000000005,1698.4225357033588
2021-04-14,4980.63,0.0040999999999999995,1828.8494554373353
2021-04-15,4948.97,0.0037,1964.7348453612492
2021-04-16,4966.18,0.0038,1918.2786807214889
2021-04-19,5087.02,0.0053,1989.4044399417005
2021-04-20,5083.37,0.004699999999999999,2026.0520101181396
2021-04-21,5098.74,0.0043,1946.2475692745404
